"","Br10_3_1","Br10_3_2","Br10_3_3","Br15_3_1","Br15_3_2","Br15_3_3","Br3_3_1","Br3_3_2","Br3_3_3","Br7_3_1","Br7_3_2","Br7_3_3","MG_3_1","MG_3_2","MG_3_3","QC1","QC2","QC3"
"Quercetagitrin","1523853.0","1585861.2","2790919.8","2496346.9","2487245.4","1882141.2","1571425.2","3389787.5","2149308.7","2079431.3","1968295.6","2114728.9","3801707.6"," 957285.7","3427445.8","1829671.3"," 298005.2"," 397309.2"
"Paeoniflorin","176618","233288","339256"," 68149"," 83926","263482","434753","535391","437197","288022","285044","403463","242377","331829","238417","514132","521332","562200"
"Acevaltrate"," 922723"," 519515"," 523193"," 938477"," 506706"," 448705"," 800169"," 407644"," 541084"," 906053"," 302680"," 613256"," 457489"," 360458"," 257486"," 900341"," 969068","1065912"
"4-Hydroxy-2-methoxyphenol 1-O-(6-O-syringoyl)glucoside","430629","878251","257287","564188","422146","291973","226521","116188","91862","285448","406052","210993","N/F","N/F","N/F","111758","94899","100120"
"4-Hydroxy-3-methoxyphenol 1-O-(6-O-syringoyl)glucoside","430629","878251","257287","564188","422146","291973","226521","116188","91862","285448","406052","210993","N/F","N/F","N/F","111758","94899","100120"
"Catalposide","430629","878251","257287","564188","422146","291973","226521","116188","91862","285448","406052","210993","N/F","N/F","N/F","111758","94899","100120"
"Phloridzin _HCOO","430629","878251","257287","564188","422146","291973","226521","116188","91862","285448","406052","210993","N/F","N/F","N/F","111758","94899","100120"
"Heteroclitin D","95568","18914","73764","271888","175719","222302","13273","10360","13514","30720","N/F","27569","N/F","N/F","N/F","50813","18454","21186"
"LPG(16:1)","1554180","1958861","2685003"," 933260"," 712535","1078919"," 197299"," 351385"," 403786","1222150","1467655","1318266","  70492"," 230989"," 155891"," 308236"," 259469"," 449013"
"Cytidine 5'-triphosphate","3621591","3124198","4263172","3324444","2253704","6383472","2817376","1208627","2206556","2489647","1120522","2828600","1539469","1442174","3298540","4069057","1818893","2422557"
"Sec-O-Glucosylhamaudol_HCOO","19312","60260","293310","1418490","1501427","525785","93656","76387","14077","37470","N/F","65789","N/F","N/F","N/F","86114","32687","18467"
"5'-Prenylaliarin"," 419176"," 463846","1014898"," 199457"," 567930","1093193"," 182406"," 666832","1008008"," 269495"," 548418","1019583"," 430635"," 816792","1517480"," 955934"," 976936","1050618"
"Myricanol triacetate"," 419176"," 463846","1014898"," 199457"," 567930","1093193"," 182406"," 666832","1008008"," 269495"," 548418","1019583"," 430635"," 816792","1517480"," 955934"," 976936","1050618"
"Segetalin B","1859328","1754942","2907466"," 580224"," 571450"," 604736"," 191391"," 226709"," 235569"," 680826"," 696519"," 712229"," 277122"," 236224"," 328828"," 446232"," 231831"," 263811"
"Angeloyl-(+)-gomisin K3","2005234","1754942","2907466"," 657319"," 571450"," 604736"," 191391"," 226709"," 235569"," 680826"," 696519"," 712229"," 277122"," 236224"," 328828"," 446232"," 231831"," 263811"
"Negsehisandrin G","2005234","1754942","2907466"," 657319"," 571450"," 604736"," 191391"," 226709"," 235569"," 680826"," 696519"," 712229"," 277122"," 236224"," 328828"," 446232"," 231831"," 263811"
"Ginkgolide C_HCOO","504204","694779","273676","1000428","1058248","1243002","12487","N/F","N/F","196097","164355","81650","N/F","N/F","10264","215525","169210","197653"
"Fabiatrin","504204","694779","273676","1000428","1058248","1243002","12487","N/F","N/F","196097","164355","81650","N/F","N/F","10264","215525","169210","197653"
"Cistanoside F"," 967671","1507364","  89528","1949366","1138475","1236605"," 675454"," 345935"," 332433"," 661254"," 722014"," 682192","  40582"," 363277"," 242147","1005331"," 887966"," 973428"
"Andrographidine E","20633","50820","N/F","77380","17268","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","283663","317434","301890"
"Lethedoside A","20633","50820","N/F","77380","17268","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","283663","317434","301890"
"2'-Deoxyinosine triphosphate","786830","1625329","318061","943838","898488","N/F","730124","219646","1784373","N/F","N/F","1341067","386930","322460","433309","2289417","491441","235307"
"Calycosin-7-O-beta-D-glucoside_HCOO","54390","31205","34443","104391","129545","181211","N/F","N/F","12699","N/F","N/F","N/F","N/F","N/F","N/F","49812","28113","44229"
"Glycitin_HCOO","54390","31205","34443","104391","129545","181211","N/F","N/F","12699","N/F","N/F","N/F","N/F","N/F","N/F","49812","28113","44229"
"Trifolirhizin_HCOO","54390","31205","34443","104391","129545","181211","N/F","N/F","12699","N/F","N/F","N/F","N/F","N/F","N/F","49812","28113","44229"
"Asperulosidic acid_CH3COO","1893190","3041948","1520745","2580584","5161998","4441414","445637","326887","238668","1280437","838250","650040","79695","83204","N/F","1334590","1076763","1169634"
"Picroside I","N/F","58513","N/F","56989","34846","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","54353","15300","85523"
"6-O-Cinnamoylcatalpol","N/F","58513","N/F","56989","34846","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","54353","15300","85523"
"Globularin","N/F","58513","N/F","56989","34846","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","54353","15300","85523"
"Antiarol rutinoside","181402639","226182944","140233959","262543855","256984042","300604525"," 12270464","  7905413","  4816533","100799448"," 94198889"," 52613034","  1325283","  1322776","   896779"," 33478101"," 29672995"," 31833843"
"Kaempferol-7-O-beta-D-glucopyranoside_HCOO","3748119","4790028","7019525","388465","6033800","236655","N/F","6955844","3755869","4315930","4538197","4130983","8315886","1929978","10325093","1928123","2557760","37183"
"Orientin_HCOO"," 2157755.4"," 2233482.1"," 6863232.5"," 3071564.2"," 2983826.2"," 1979276.1"," 3771050.7"," 7090075.1"," 3798401.3"," 1093704.8"," 2396547.8","  765026.5"," 8586323.8"," 2617189.7","11874569.8"," 2879019.5"," 2574232.8","  434166.4"
"Quercitrin_HCOO"," 2157755.4"," 2233482.1"," 6863232.5"," 3071564.2"," 2983826.2"," 1979276.1"," 3771050.7"," 7090075.1"," 3798401.3"," 1093704.8"," 2396547.8","  765026.5"," 8586323.8"," 2617189.7","11874569.8"," 2879019.5"," 2574232.8","  434166.4"
"8-O-acetyl shanzhiside methyl ester_HCOO","134728","233634","76055","239671","223440","312408","55616","92863","17514","89006","97928","55339","N/F","N/F","N/F","824075","694769","796672"
"14-Deoxy-11,12-didehydroandrographiside","  559103","   68752","   45833","  481768","  227172","  117557"," 9042603","12864000"," 5921514","  313725","  678472","  519579","  218321","   61032","  138090","  684748","  606690","  712692"
"Paniculoside III","  559103","   68752","   45833","  481768","  227172","  117557"," 9042603","12864000"," 5921514","  313725","  678472","  519579","  218321","   61032","  138090","  684748","  606690","  712692"
"Astilbin_HCOO"," 34830"," 47629"," 84107"," 94586"," 68930","244820"," 25621"," 16939"," 74092"," 12420"," 22217"," 76349"," 45766"," 18905"," 51095","550119","602471","632030"
"10-O-Vanilloylaucubin"," 669303","1198909"," 513307","1144875"," 944798","1248715"," 193485","  83019"," 106871"," 520334"," 458504"," 271371","  29575","  21897","  16567"," 506922"," 452079"," 471793"
"Oxypaeoniflorin"," 669303","1198909"," 513307","1144875"," 944798","1248715"," 193485","  83019"," 106871"," 520334"," 458504"," 271371","  29575","  21897","  16567"," 506922"," 452079"," 471793"
"Andropanoside","28847370","16209268","21636691","38914286","23628326","21549643","73747652","38763063","36409268","31622050","25515130","30500690","60734476","36597975","36640368","37715661","41237262","41280180"
"Paniculoside II","28847370","16209268","21636691","38914286","23628326","21549643","73747652","38763063","36409268","31622050","25515130","30500690","60734476","36597975","36640368","37715661","41237262","41280180"
"Vincosamide","289680","950396","285892","644831","814125","588068","N/F","N/F","N/F","268382","184205","95245","N/F","N/F","N/F","788876","782253","745096"
"Strictosamide","289680","950396","285892","644831","814125","588068","N/F","N/F","N/F","268382","184205","95245","N/F","N/F","N/F","788876","782253","745096"
"Catechin pentaacetate","38314804","31884177","43052812","35670126","49216361","101316799","2114791","2034224","1146066","19684729","16093920","15617248","N/F","N/F","N/F","2594895","2239510","2528227"
"Dodoviscin A","187325","31589","164154","338136","241651","241559","26675","10038","12799","149557","24874","92621","N/F","13979","N/F","118409","85746","110694"
"Dodovisone B","187325","31589","164154","338136","241651","241559","26675","10038","12799","149557","24874","92621","N/F","13979","N/F","118409","85746","110694"
"Obacunone_HCOO","187325","31589","164154","338136","241651","241559","26675","10038","12799","149557","24874","92621","N/F","13979","N/F","118409","85746","110694"
"Amygdalin_HCOO","N/F","22481","843558","47766","N/F","1609283","177984","615602","2041524","15111","N/F","N/F","167618","935547","881761","791128","728341","836436"
"Paeonolide_HCOO","N/F","196864","690697","309399","447142","1137562","N/F","1517712","N/F","56106","226071","N/F","55307","N/F","N/F","523028","460975","406960"
"Desrhamnosylmartynoside","294924","752564","90561","1546586","1758416","1381109","N/F","N/F","N/F","51092","193478","13720","N/F","N/F","N/F","109667","117303","127078"
"LPG(18:3)"," 461498"," 638667"," 415393"," 695459"," 159082"," 473184","1247508"," 921413","1595132"," 918405"," 528128"," 467729"," 670068"," 422035"," 952485","1571541","1094109","1413009"
"Cytochalasin D","8879221","4797044","10350794","1379816","3278097","3889365","792152","398609","255190","6801884","6462475","8572060","N/F","33322","42120","633491","741141","788748"
"Diosmetin-7-O-beta-D-glucopyranoside_HCOO","1011979"," 564058","2068798"," 983339","  44273"," 796936"," 513803","2198914","1298192","1394873","1614639","1501213","2802067"," 304176","3534434","  33906","  62828","  66650"
"Tectoridin_HCOO"," 508876.33","1245624.84"," 480327.13","1344328.72","1199825.23"," 896788.51"," 423384.35","2233966.24"," 620409.72"," 216721.66","2048086.91","1501094.12","3001154.25"," 949856.98","3566992.53","1224752.93","  87863.76","  66784.27"
"Picroside IV","1332769.6"," 828549.5"," 975406.8"," 437723.9","1158931.7","1583891.2"," 513036.8"," 647647.9"," 488028.5"," 805523.0"," 442051.5"," 459044.1"," 452846.7"," 544000.8"," 307080.1"," 213453.2"," 392355.4"," 258195.0"
"Specioside","30525","28308","32723","114679","N/F","59742","31308","13239","12863","56823","40212","145845","N/F","N/F","7500","305604","130180","81936"
"LPS(17:1)","2237017","1359578","2791045","686359","783061","885677","96783","116810","120550","1024496","1404031","1598828","N/F","N/F","84656","297482","164961","105598"
"6?-Hydroxypaniculoside III","12222999","1176314","1933833","12031814","3194666","2353249","5122761","4667441","1227204","3999272","4629873","1881289","N/F","29326","N/F","167947","251277","188827"
"Dodonaflavonol","889181","504587","1008274","N/F","N/F","N/F","N/F","63093","N/F","477083","551344","329033","N/F","N/F","N/F","N/F","N/F","28680"
"Andrographoside","3200714","1291758","1757075","3316791","1813094","1826181","3065130","2311561","2169652","2393697","1792437","1753049","1707329","1616428","1618164","1276686","1447198","1354295"
"Cuniloside B","3200714","1291758","1757075","3316791","1813094","1826181","3065130","2311561","2169652","2393697","1792437","1753049","1707329","1616428","1618164","1276686","1447198","1354295"
"Viscidulin III tetraacetate","8367453","5526664","8966534","5835561","8626006","11914637","4081928","4949314","2776062","8847507","5671012","9261257","N/F","N/F","N/F","1732284","4461689","4342356"
"Prim-O-glucosylcimifugin_HCOO","N/F","3613441","3011929","94846","4744216","6293184","96041","67188","16219","N/F","1050217","124447","N/F","28530","54300","982960","897615","1017701"
"Strictosidinic acid","16239","18209","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F"
"6''-O-Malonylgenistin","1292443","1106669","1868420"," 770635"," 513378","1582327","1767346","2015239","1759274","1589796"," 926278","1962134"," 928407","1227362","1293134"," 818814"," 658170"," 666422"
"LPS(18:3)","2199075","2653988","1488337","3146100","1225744","1984648","1061810"," 625777","1219378","1714735","1345450","1229272"," 866230"," 506917"," 626756","1018450"," 911564","1032691"
"6'-O-Cinnamoyl-8-epikingisidic acid","777206","1788763","397189","2774027","2917621","2356521","84056","52106","17268","379050","933278","216715","10885","N/F","N/F","323791","320341","332027"
"6-O-p-Methoxycinnamoylcatalpol","450460","801226","218735","895250","562162","802759","46103","14699","280099","149828","185724","98193","61206","36755","N/F","194226","149925","223239"
"Benzoylgomisin H","1086487","581390","2272786","66599","97211","132936","79849","136372","N/F","391918","825526","383154","316967","50564","197698","40986","93902","212961"
"2-O-Acetyl-20-hydroxyecdysone","212498","29882","85192","200487","N/F","N/F","63370","409106","138036","108062","36025","N/F","324159","345627","505813","261800","245988","265546"
"3-O-Acetyl-20-hydroxyecdysone","212498","29882","85192","200487","N/F","N/F","63370","409106","138036","108062","36025","N/F","324159","345627","505813","261800","245988","265546"
"LPS(18:1)","44387","N/F","N/F","N/F","80704","38856","118764","41151","35403","81510","66106","216420","449668","1520343","1129228","302759","367845","484517"
"Ligustroside","3582972","2388454","1914519","2038632","3612837","1683533","2100775","1248032","1517676","2437551","1513542","1173746","1356782"," 885849"," 838699","1905511","1679809","1835811"
"Secoisolariciresinol monoglucoside","2882546","1008122","672139","4160501","1574297","1074962","789004","1094724","86275","855881","1585712","802622","N/F","113885","118654","N/F","25413","33445"
"Neocaesalpin L","2882546","1008122","672139","4160501","1574297","1074962","789004","1094724","86275","855881","1585712","802622","N/F","113885","118654","N/F","25413","33445"
"Hythiemoside A","N/F","N/F","N/F","N/F","24521","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F"
"Hydroxyecdysone_HCOO","N/F","N/F","N/F","N/F","24521","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F"
"LPC(14:0)+CH3COO","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F"
"Debenzoylgalloylpaeoniflorin","N/F","1869327","434575","2428343","1829826","919032","3513065","3089544","2197344","1030759","3939337","1821375","4620562","3612746","11001890","1904393","2291310","1785195"
"Scutebata C","167064","158903"," 16563","143055"," 34218","270236","401477","255397","180395","196887"," 70970"," 31260"," 29633"," 41807","210721","121477"," 13902"," 42421"
