,MG_1_1,MG_1_2,MG_1_3,Br3_1_1,Br3_1_2,Br3_1_3,Br7_1_1,Br7_1_2,Br7_1_3,Br10_1_1,Br10_1_2,Br10_1_3,Br15_1_1,Br15_1_2,Br15_1_3,QC1,QC2,QC3
"PE(18:2(9Z,12Z)/16:0).3",5388348,6276306,6452606,8159904,7125008,7032942,4997570,5267334,7791766,4755947,4399848,4514882,5855256,6749380,5590239,5259398,5344922,6030524
"2-(4-methylphenyl)-2-oxoethyl 3-{4-methyl-1,3-dioxo-1H,2H,3H-pyrrolo[3,4-c]quinolin-2-yl}benzoate",18807,21763,29599,34750,43269,53712,85996,99694,60925,115708,53499,79229,104746,136261,99589,57902,63590,65467
"PS(21:0/18:3(9Z,12Z,15Z)).9",3201946,3493116,3623659,2416580,3481080,2798261,1258314,1751464,2722212,670689,819315,795916,2183748,2384994,2411072,2845042,2500764,2590901
"8-iodo-5-methoxy-2-phenyl-3,4-dihydro-2H-1-benzopyran-7-yl acetate",213532,172302,195744,177936,208745,185509,248114,236785,247678,200895,198047,216583,224757,233850,254730,165413,213041,180582
"7-(acetyloxy)-5,8-dihydroxy-9-oxa-3-azabicyclo[3.3.1]nonan-6-yl 3-(4-hydroxy-3-methoxyphenyl)prop-2-enoate",117766,131006,163400,146021,144874,182615,241008,191771,179828,221454,177254,224685,345062,268333,301723,99510,113075,118166
"9,10,13-TriHOME",49504,325272,427822,82772,171084,130689,70931,62604,95872,54902,75418,42194,158605,59191,28204,40410,51594,53594
UDP-N-acetylmuraminate.1,1210320,624352,907969,438748,692117,580318,418164,437057,845515,174291,324323,576730,223242,403983,362004,573109,594140,660708
TPU 0037-D,153374,166839,211930,88324,116775,78896,79871,45821,53426,49457,32202,17750,121920,170712,96803,160056,103679,103300
"1,5-dihydroriboflavin",71090,39975,62251,40877,97668,63869,73935,112370,72824,88215,77410,83731,99730,99036,118683,56262,62964,63457
Cynaroside A.3,0,0,0,0,5449,161951,0,32944,13080,14150,16617,0,33995,43683,10695,28610,27953,34272
"DL-Phenylalanine, 3-(trifluoromethyl)-",2273009,1452010,2477392,1377166,1595849,2108863,2072822,2391990,2121712,1459570,2058875,2792181,3509259,3949901,3198930,1523966,1721790,2248940
CNP0448705,121692,198693,67344,56778,72266,44198,80380,96025,71822,69730,53307,46362,23255,43910,48364,19824,26180,21350
"2-[(6-methyl-1H-benzimidazol-2-yl)thio]-N-[3-(3,4,5,6-tetrahydro-2H-azepin-7-ylsulfamoyl)phenyl]acetamide",0,5605,7497,24778,12599,9408,41263,33028,19194,42442,42161,15709,315609,354883,60987,18773,22385,19448
ethyl 6-bromo-5-[(3-methylbut-2-en-1-yl)oxy]-2-phenyl-1-benzofuran-3-carboxylate.1,36104,23477,18095,53640,48934,46157,67424,56821,70178,79016,71972,67831,364581,389146,124099,29762,38245,35277
UNPD40503,0,0,0,17497,4658,6793,2850,7401,2339,6924,14480,6791,48864,53203,29101,25481,25349,32686
PubChem_11205.52,472886,350389,373386,529122,575065,519639,534810,614036,584787,508672,512715,535419,570857,569142,498534,344263,478012,494975
"ethyl 2-({6-bromo-2,2'-dioxo-2H,2'H-[3,4'-bichromen]-7'-yl}oxy)acetate.1",396262,307510,290027,367640,411024,423801,397657,383746,395162,389972,409900,369549,398736,376060,296191,217784,332349,375808
"PE(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:0)",206586,238895,250552,231579,253492,259688,261581,307543,258877,306600,255655,258800,233203,219154,217409,208816,155107,155601
Trilobatin,0,0,0,0,0,0,182554,12731,3434,20796,6847,12544,33144,170220,42902,12524,13076,12358
"(2S,3S)-4-hydroxy-3-(4-methylsulfonylphenyl)-2-phenylbutanoic acid",423807,370142,448748,225446,295791,357496,376938,311804,475693,239777,234677,243342,109494,154607,123370,121315,143298,156341
Wahlenoside A;(-)-Wahlenoside A,113477,61509,81199,60676,76311,63477,95249,84814,93286,66862,66878,60882,63314,51084,56723,39926,57297,56931
Aromadendrin 3-galactoside,5439,20144,25340,27355,25030,29602,210270,58545,25734,107785,63409,64064,227763,295195,197755,25136,21558,18567
UNPD138551.1,0,0,0,0,0,0,0,0,0,0,0,4299,11911,23882,14610,30153,23407,25916
Dehydroisoandrosterone 3-glucuronide,93254,26710,14702,9202,9130,14346,5414,19725,0,8001,5583,4691,43603,71955,4898,30207,34207,35869
UNPD158032,1019746,1248606,1504727,900076,1079577,1158575,600367,1003161,1027435,703906,937332,962323,1066548,1166360,890910,1270431,1317449,977108
3-Chloro-2-methylmaleylacetate.2,327720,277281,291412,292106,293269,290667,320318,346107,332882,375581,328254,363964,364671,355588,358437,228771,303575,265038
PubChem_162492028,65089,66469,77721,2525,87827,62841,0,1051,18352,36878,71943,34906,4367,15986,25291,68835,71046,84355
PubChem_155921830,1179782,1247074,1207436,1176482,1046723,950804,871453,808456,1098597,950525,813528,803559,586673,597854,516044,803926,1024015,1034274
CNP0450245,413121,315659,370854,431714,454235,427603,454425,455312,440330,496800,457798,480454,425726,444962,391700,258612,396238,428693
UNPD204323.1,35796,48741,125493,241117,562564,667316,1371557,1323766,810010,548422,1186092,982424,1087495,846722,1299219,135032,158376,163999
CNP0436419,0,0,5812,224750,191631,362994,363033,405095,423825,248629,329254,287596,143756,179295,229223,62219,75316,83088
UNPD212639.1,292431,531671,328054,539757,473448,307309,607609,647240,402199,566467,511037,472998,315098,463503,380311,135518,163225,202297
Vinylacetylglycine.2,183645,181610,171486,3214630,1736777,3034196,18945358,10760486,3760319,25591084,18721950,19240730,41054532,29705964,25967068,988273,1397372,1529658
UNPD210011.3,762098,867371,1097620,2515024,1988251,2031112,5459962,4787378,3178824,6101382,2172820,4448054,3195945,3089406,3601372,964984,1144092,1244250
5-ureidoimidazole-4-carboxylic acid,0,0,0,410324,242489,359569,2032796,1570210,673261,1563316,1415268,1317514,749461,801563,1622819,172131,162446,185231
Tridecafluorononanoic acid.1,238163,215322,214143,229803,235809,220693,273865,260531,254930,262028,260817,265716,291118,271637,294995,192137,214593,235507
Solphenazine C,3618,21748,69131,15305,340916,193280,0,49165,67830,103026,119662,89680,12857,30718,65888,40694,40768,45664
Chalconosakuranetin,6324,12361,11262,8528,20158,21508,25143,47286,16989,23925,20865,47127,348799,501522,40864,55432,63120,59390
UNPD66908.2,605317,434429,449588,585626,599500,591989,607673,650807,612995,538401,600967,596358,598921,570459,472746,336500,477283,622009
beta-D-glucosyl-(1->3)-alpha-L-fucosyl group.3,43924,30598,42301,30106,38117,54374,74145,61470,58680,65659,58385,48915,94620,109583,65574,32462,36461,39957
3-chloro-N-[4-[(1-oxo-2-phenylethyl)amino]phenyl]benzamide,70261,69107,78724,58564,95570,60892,168585,142888,121991,87309,107188,101514,113855,110244,92539,59150,81665,94259
"ethyl 2-cyano-2-[4-(1-cyano-2-ethoxy-2-oxoethylidene)-1,3-dithietan-2-ylidene]acetate.3",281489,270901,264020,273405,269305,270459,335284,347357,342284,313597,334995,319880,340173,361687,348153,226787,264210,278534
PubChem_135515222,574551,414259,474421,552558,569154,548988,583698,548505,556397,573025,591047,585192,574655,530526,545082,311543,449788,532294
UNPD204874,5104,20612,42228,22706,35251,30733,8392,2443,24120,0,4699,3506,0,0,0,49388,57715,56564
"2-{4-carbamoyl-2-[2-(2,4-dioxo-1,2,3,4-tetrahydroquinazolin-3-yl)-3-phenylpropanamido]butanamido}-4-methylpentanoic acid",48349,51105,47144,56232,57872,46583,37414,59653,36313,66282,61090,37405,64502,77394,37591,41538,34641,38253
"N-(2,4-difluorophenyl)-3-methoxybenzamide",0,0,0,3004,0,10958,24013,16730,14683,37353,18644,14428,269610,243157,58091,14267,23254,17851
"2-ethyl-4-(2-{5'-[6-hydroxy-6-(hydroxymethyl)-3,5-dimethyloxan-2-yl]-4-[(5-methoxy-6-methyloxan-2-yl)oxy]-3'-methyl-2-propyl-[2,2'-bioxolan]-5-yl}-9-methoxy-2,8-dimethyl-1,6-dioxaspiro[4.5]decan-7-yl)-3-methoxypentanoic acid",92691,135083,193879,87167,130510,111420,182755,90784,125667,96055,95202,77709,200671,207628,134569,110124,80224,90231
"2-[4-({9a,11a-dimethyl-7-oxo-1H,2H,3H,3aH,3bH,4H,5H,7H,8H,9H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthren-1-yl}oxy)-4-oxobutanamido]acetic acid",350386,340735,259040,163012,322202,182371,220656,425681,162608,272041,281769,259399,250663,436614,229032,489706,454564,626772
"(cyclopropylmethyl)({4-[(6-methoxy-1H-1,3-benzodiazol-2-yl)methyl]-3-methyl-6-(propan-2-yl)cyclohex-2-en-1-yl}methyl)amine",236848,289991,287950,212582,210819,234932,210107,220909,224448,202538,187663,208060,176653,161630,160739,279971,249229,220851
"N-(3-chloro-4-fluorophenyl)-2-[(4-oxo-3,4-dihydroquinazolin-2-yl)sulfanyl]acetamide.1",250882,161257,227349,178346,196154,222980,234183,272444,246238,198926,253293,285091,300756,344209,272084,168721,205272,239553
[(7-methoxy-2-oxo-2H-chromen-4-yl)methyl]phosphonic acid,57033,60778,61595,76395,63144,58083,59559,68147,78087,70882,74175,77080,69731,77999,58460,51871,80667,71766
"N,N-bis(2-chloroethyl)-2-sulfanylidene-1,3,2lambda5-dioxaphosphinan-2-amine.1",419452,259997,383817,216923,222036,252879,54935,141625,195077,89378,146627,160304,167874,252021,162179,340328,442583,424314
Platencin A9,21947,4075,3097,10020,8168,9190,22070,35600,4115,31147,19122,13793,15338,22614,21624,17434,18896,18179
Aminopterin,0,0,0,4833,0,5938,13255,19404,14209,18143,17573,19806,128717,121216,58160,16336,18865,13766
CNP0438524,18237,40013,53156,326778,268787,269405,388761,505095,321605,472507,509998,392736,245286,398575,325854,178405,135764,106356
PubChem_89518081.13,1475357,1885107,1868968,1437557,1416845,1556540,2201198,1790980,1628022,2250004,2309462,2175263,1806204,1780436,1563990,2299756,1654203,1526838
4-hydroxy-3-methoxybenzoic acid ethyl ester,40908,14914,21465,36438,47219,56153,48985,51356,41089,51366,50077,55064,100843,112421,66805,85431,124724,122517
PubChem_97109380.2,740200,494394,471926,584936,582488,563538,530044,537108,552050,515506,530873,513389,476189,465037,454112,360606,561604,637418
UNPD169102,50072,29495,40309,40412,37324,32891,70127,79987,51672,67950,44119,62862,195406,176561,108723,33356,51109,46513
Robenidine,73335,61201,47310,30064,45536,33341,40822,70781,39390,34991,46218,45995,49296,75631,33392,19137,17086,13680
5-Enolpyruvyl-shikimate 3-phosphate,315695,373769,381670,491554,352616,432884,437091,389873,371126,422795,312379,434317,324849,338904,295437,402648,400352,372690
Eugenol O-[a-L-Arabinofuranosyl-(1->6)-b-D-glucopyranoside].1,824960,847169,705631,790654,737394,806546,681081,1107124,681592,788388,812907,535120,301150,496008,677636,262076,258210,275146
L-Ascorbic acid-2-glucoside,64081,14457,32267,85827,111082,117864,457430,319589,188352,461770,379215,409670,565734,508191,461372,115357,96276,149655
"(1S,2S,4R,8S)-p-Menthane-1,2,8,9-tetrol 2-glucoside.1",2034832,1814904,1502884,1530040,2185623,2095654,2342636,2628303,2497055,1661532,1572383,1687692,1639445,1825480,1325916,915385,1335275,1422610
Suspensoside A,37237,17594,39271,28936,22659,29304,49061,82043,18245,51819,92564,83400,272920,249563,219675,51360,61637,65418
UNPD200081.4,172310,100126,79822,59378,105195,68375,180173,102514,82530,89095,94849,109932,49739,57041,68035,27033,39498,38705
"4,5-di-p-cis-coumaroylquinic acid",0,0,0,70298,11777,4565,2375025,1243574,35044,793813,410240,767915,840802,359334,939331,15037,17078,19093
UNPD230458,9951,7819,18999,27632,36688,27628,418210,92843,43133,209525,124430,107093,205139,223058,342658,31434,28088,35328
methyl 2-{2-[2-(methoxysulfonyl)-4-nitrophenyl]ethynyl}-5-nitrobenzene-1-sulfonate.4,33722,11683,32614,32186,43715,41486,25153,57863,49477,44105,52622,43596,114256,120231,48882,89723,108486,123935
UNPD62356,33535,18368,20655,15119,27941,15376,43371,22372,26126,19176,28857,25008,16937,5186,20301,20557,18445,27457
UNPD133552,273508,268337,195043,143170,194202,94876,186111,233887,143094,135349,163829,84662,30987,77385,75685,59047,42435,38454
PubChem_83872438.3,254785,205887,210019,228384,242058,243407,271494,256694,299450,294141,270664,262061,201078,190353,222465,186408,229406,239899
UNPD169209,11394,171892,408061,49881,86300,130473,0,67512,45699,140255,219580,173867,0,12429,9660,262992,166781,178334
"2-({8-hydroxy-1,3,3-trimethyl-2-oxabicyclo[3.2.2]nonan-7-yl}oxy)-6-(hydroxymethyl)oxane-3,4,5-triol",43213,46592,57375,43235,34126,37681,30981,33784,41877,23998,18421,24825,19402,21515,17300,63408,66631,71687
Butyl (S)-3-hydroxybutyrate [arabinosyl-(1->6)-glucoside].1,0,0,793,43859,23418,25100,474991,301779,77108,281105,225777,189074,476737,988143,352968,21749,23600,23933
UNPD88669.2,128914,78105,144891,60294,102692,113216,136152,127558,163046,124235,126498,102056,92806,123621,98780,61487,55135,74849
"N-[(1R,3S,4aR,9aS)-1-(hydroxymethyl)-3-[2-[(4-methoxyphenyl)methylamino]-2-oxoethyl]-3,4,4a,9a-tetrahydro-1H-pyrano[3,4-b]benzofuran-6-yl]cyclobutanecarboxamide",121611,66714,85277,50639,80611,73591,96752,112876,101485,79182,76493,82111,64058,66438,57577,55972,55076,49644
Neouralenol,219346,99615,286679,62584,87686,103834,6379,42084,61747,18638,37024,51485,192678,253017,98973,179902,252734,270454
UNPD14324,16629,26615,54933,11508,36425,34271,65203,23889,54022,29060,20322,34203,26198,18973,21877,20371,21573,26724
PubChem_137249547,159721,189692,198219,146451,156125,146127,186473,190951,172750,193141,186057,188631,184124,202804,189149,209620,164618,142486
Pteleine,53740,44708,50277,62368,61079,76977,181880,130587,91832,169750,162853,154087,340087,287079,233061,98741,127474,134488
UNPD125959.1,0,0,0,0,0,0,0,0,0,0,0,0,39159,113927,4664,20067,28988,22521
Isopentyl gentiobioside.2,0,0,0,2375,0,0,14159,9775,4441,14911,7226,3677,56501,55318,22726,21721,25741,33738
Butyl (S)-3-hydroxybutyrate [arabinosyl-(1->6)-glucoside].2,0,2323,2649,213923,115367,98618,3159899,1900109,381320,2332735,1396124,1210042,6585974,12754879,3937885,94620,97744,114514
ethyl 3-(4-bromophenyl)-4-oxo-7-[2-oxo-2-(prop-2-en-1-yloxy)ethoxy]-4H-chromene-2-carboxylate,251467,233498,199132,241682,263141,238559,295927,320619,270090,276961,286936,282519,243800,296497,258765,171925,207136,238300
"20-amino-15-[(3-{2-[(diaminomethylidene)amino]ethoxy}-4,4,5-trihydroxy-6-methyloxan-2-yl)oxy]-14-({4-formyl-4b-hydroxy-6-[(methylamino)methyl]-4b,5,6,7,8,8a,9,10-octahydrophenanthren-3-yl}methyl)-13,23-dihydroxy-7-(hydroxymethyl)-10,30-dioxopentacyclo[23.3.1.1?,??.0?,?.0??,??]triaconta-1(28),2,4(9),5,7,11,13,15,25(29),26-decaen-18-yn-5-yl acetate",191694,148241,108089,24560,268410,92617,0,3421,76913,105799,80673,43973,0,52196,71589,62498,68093,77600
Oleoside,212583,226404,244227,296147,306966,236744,438073,466655,308629,370183,342923,331544,241111,174300,261286,125565,145974,174179
Diapolycopenedioic acid xylosyl ester C.1,300575,431031,386578,347756,730139,407121,538188,473404,442775,297227,367127,318471,213621,193853,383245,413935,305957,305516
"3,4-Dihydroxyphenylvaleric acid",3957,13278,2439,12675,15122,23357,14823,15213,17444,28449,24337,18616,84774,72796,107226,25048,32858,28183
"13-(4-chlorophenyl)-8,11,13-triazatetracyclo[7.7.0.0?,?.0??,??]hexadeca-1(9),2,4,6-tetraene-12,14-dione",644717,683198,697474,328498,534281,505837,386784,716919,400645,546046,606141,466254,476069,946535,406507,363660,298437,316987
1-Octen-3-yl glucoside.5,113854,114941,110447,137423,189582,239327,315445,242692,244102,237352,101978,222659,637809,286093,166963,259146,279434,290840
"3-Thiophenecarboxylic acid, 2,5-dichloro-",65116,73485,76685,97482,87024,65379,192271,121720,78960,156941,121163,124375,149462,114348,136676,101671,69191,69189
2-(4-methylbenzenesulfonamido)-4-(methylsulfanyl)butanoic acid,0,0,0,28152,13741,0,81490,98847,26375,157625,129940,102295,328791,310181,247923,44592,67590,63735
"3-Glucosyl-2,3',4,4',6-pentahydroxybenzophenone.6",342661,226404,243356,167682,197882,167070,181177,189092,78679,64987,145559,128468,63616,60322,86552,89432,120337,115952
Amaroxocane A;(+)-Amaroxocane A,24764,31749,0,11015,178701,162455,0,5589,59952,60913,43794,68392,0,82405,72241,67175,48241,49285
PubChem_20735120.7,1703737,1418039,1220669,2510788,2479866,2157915,2824562,2387160,2870876,1789318,1911097,1809402,1645004,1933208,1712091,1041471,1324834,1351581
6-Hydroxy-4-methoxy-3-(3-methyl-2-butenyl)-2-(2-phenylethenyl)benzoic acid.1,66347,29889,31463,27357,54773,33698,63483,75092,56315,46278,48293,61126,23778,24341,42932,42818,37694,45189
Dehydroascorbic acid.2,428339,575057,681568,619759,703120,624303,723271,659634,650625,866383,721714,723413,1213181,1359799,906417,516966,491171,497307
Quercetin 3-glucosyl-(1->6)-galactoside,248355,275978,235937,81054,841151,539397,67917,191399,160721,224259,346322,209522,40815,54775,165635,539407,579731,582070
UNPD80252,34485,31590,37527,22970,62532,46695,48103,55892,40983,27405,55821,47706,65413,69096,46070,51223,39138,56644
Loperamide.2,34485,31590,37527,16915,62532,46695,48103,55892,40983,38114,55821,56190,83337,87874,46070,51223,39138,56644
"Glycine, N-(chloroacetyl)-.1",291167,400210,399374,256161,279023,303385,263574,266685,279504,254408,299025,286388,245188,238102,219122,413448,316916,300327
UNPD173856.2,125256,176373,185656,163401,189897,191691,435090,304782,349024,388378,300030,344865,350823,349799,366723,96694,93531,99617
Herbicidin G,27648,30734,23653,51347,61978,67902,519368,451430,93667,1036366,782110,493669,581406,510507,1972704,94995,91318,116481
cis-3-Hexenyl b-primeveroside.4,21481,12325,27819,29610,22406,26530,28689,36679,20213,41119,32559,33148,139067,168852,62863,47931,41248,48763
Dihydroartemisinin glucuronide,135075,121185,123324,201276,220742,172567,204724,256803,202670,240595,124384,162355,176841,233150,176101,90989,115268,115959
"2,3-dihydroxypropyl 24-{[3-(4-hydroxy-3-methoxyphenyl)prop-2-enoyl]oxy}tetracosanoate.3",120474,216673,101913,134424,94869,203532,383178,281672,234099,336114,223213,320179,184483,166702,168509,253047,212333,216866
"1-[5-(2,5-dichlorophenyl)furan-2-yl]-6,7-dimethoxy-3,4-dihydroisoquinoline",5933,7629,3939,156496,91331,135090,534963,323327,131672,581359,413815,498526,518244,432368,478092,45278,43291,55293
Cathedulin K 15;Catheduline K 15,35795,25068,12902,16186,40225,18583,31501,53369,14637,41302,35480,45875,53044,70317,17514,27205,32073,35709
"methyl 3-[(4,5-dimethylhexa-1,3-dien-2-yl)oxy]-15,16-dihydroxy-9,13-dimethyl-4,12-dioxo-11-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-5,18-dioxapentacyclo[12.5.0.0?,?.0?,??.0?,??]nonadec-10-ene-17-carboxylate",40108,42585,59301,187625,322164,312026,185414,247741,248110,102807,148122,138035,0,0,0,46939,59332,61815
"N-[11-(1-acetylpiperidin-4-yl)-6-oxo-7,11-diazatricyclo[7.3.1.0?,?]trideca-2,4-dien-3-yl]-4-methylbenzene-1-sulfonamide",23887,19653,21436,27967,32713,15664,38394,43444,14498,42342,41565,21718,43224,38849,34936,15317,15897,20609
UNPD131362.2,207006,150319,195971,171530,249746,199802,372366,399072,359944,280311,304277,311946,311293,327561,269958,163148,188833,186455
Asperuloside.1,30173,19502,18861,11076,43583,20095,42172,28479,28516,64458,38240,37027,141858,95773,48954,22233,25569,30537
PubChem_117997680,233442,166533,150778,96214,98917,89161,170040,204214,182125,222028,268847,277828,203709,170459,206958,121205,89642,106807
PubChem_88314840,0,2431,0,2286,0,2875,4532,23521,4707,30949,7671,0,31271,43230,15184,22797,31243,27319
5-fluoro-3-[2-[4-methoxy-4-[[(R)-phenylsulfinyl]methyl]-1-piperidinyl]ethyl]-1H-indole,87940,76828,97968,57922,105459,164630,142615,189280,152121,124825,115238,82725,119818,212373,67704,91431,92779,97546
beta-D-Glucopyranosyl anthranilate,13321,11305,12217,26691,27019,30348,158590,128195,40383,306688,243394,144910,164141,130471,594738,31929,32198,39275
"1-(3-methoxyphenyl)-3-[5-(2-methyl-1-piperidinyl)-1,3,4-thiadiazol-2-yl]urea",286016,403625,393739,283951,149765,418608,371947,257310,390021,355889,128983,105271,107269,203185,156112,26247,24367,30451
N'-Hydroxysaxitoxin,249850,140870,107081,173628,235563,97888,198294,270735,139910,189131,214798,111418,131969,181121,148042,72955,86220,92613
PubChem_84063201.3,229086,200894,191109,234047,245522,235293,282120,271013,273717,271261,274035,277075,272899,265547,258504,183376,213481,237996
UNPD227038,1496,2504,27693,80190,71335,105914,325348,241724,136215,310397,216502,232019,206890,219927,245675,154803,120230,105118
UNPD227038.1,5984,22860,27693,80190,71335,105914,325348,241724,136215,310397,216502,232019,206890,219927,245675,154803,120230,105118
Zaragozic acid E,30502,49944,43052,50204,56870,36569,46303,67340,38400,61923,57124,51694,48488,65748,34353,58429,44762,49968
