File path	File name	Title	MS1 count	MSMS count	PRECURSORMZ	PRECURSORTYPE	Formula rank 1	Theoretical mass	Mass error	Formula score	Databases	Formula rank 2	Theoretical mass	Mass error	Formula score	Databases	Formula rank 3	Theoretical mass	Mass error	Formula score	Databases	Formula rank 4	Theoretical mass	Mass error	Formula score	Databases	Formula rank 5	Theoretical mass	Mass error	Formula score	Databases	Formula rank 6	Theoretical mass	Mass error	Formula score	Databases	Formula rank 7	Theoretical mass	Mass error	Formula score	Databases	Formula rank 8	Theoretical mass	Mass error	Formula score	Databases	Formula rank 9	Theoretical mass	Mass error	Formula score	Databases	Formula rank 10	Theoretical mass	Mass error	Formula score	Databases	
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_332.msp	challenge_332	challenge332	0	5	123.09167432	[M+H]+	C7H10N2	122.08439832	5E-07	4.51	HMDB,ChEBI,SMPDB,YMDB,T3DB,FooDB,STOFF,PubChem,UNPD,BLEXP,NPA,COCONUT,MINE																																														
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_333.msp	challenge_333	challenge333	0	6	114.066187844	[M+H]+	C4H7N3O	113.058911844	5E-07	4.414	HMDB,ChEBI,FooDB,STOFF,BMDB,Urine,Saliva,Feces,CSF,Serum,PubChem,PlantCyc,UNPD,BLEXP,COCONUT,MINE																																														
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_334.msp	challenge_334	challenge334	0	4	119.060374192	[M+H]+	C7H6N2	118.053098192	5E-07	3.414	HMDB,ChEBI,FooDB,STOFF,PlantCyc,UNPD,BLEXP,COCONUT,MINE																																														
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_335.msp	challenge_335	challenge335	0	5	100.112075416	[M+H]+	C6H13N	99.104799416	5E-07	5.033	HMDB,KNApSAcK,ChEBI,DrugBank,FooDB,STOFF,Feces,Serum,PubChem,PlantCyc,UNPD,BLEXP,COCONUT,MINE																																														
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_336.msp	challenge_336	challenge336	0	10	167.045118052	[M+H]+	C7H6N2O3	166.037842052	5E-07	4.065	ChEBI,UNPD,BLEXP,NPA,COCONUT,MINE	C5H8F2N2S	166.037625696	-0.0002159	3.199		C6H10N2Si2	166.03825138	0.0004098	2.891		C4H8F2N2OSi	166.037395846	-0.0004458	2.877		C6H12ClFSi	166.038082814	0.0002412	2.221																											
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_337.msp	challenge_337	challenge337	0	6	192.076752528	[M+H]+	C9H9N3O2	191.069476528	5E-07	4.914	HMDB,ChEBI,T3DB,FooDB,STOFF,UNPD,BLEXP,COCONUT,MINE	C4H12F3N3S	191.070403044	0.000927	2.651		C6H11F2N3Si	191.069030322	-0.0004458	2.405		C4H10ClN7	191.068621	-0.0008551	2.194																																
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_338.msp	challenge_338	challenge338	0	18	139.050203432	[M+H]+	C6H6N2O2	138.042927432	5E-07	4.752	HMDB,ChEBI,DrugBank,SMPDB,FooDB,STOFF,BMDB,Urine,Saliva,Feces,Serum,PubChem,UNPD,BLEXP,NPA,COCONUT,MINE	C3H8F2N2Si	138.042481226	-0.0004458	2.737																																										
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_339.msp	challenge_339	challenge339	0	7	151.032445192	[M+H]+	C7H6N2S	150.025169192	5E-07	3.795	STOFF,BLEXP,COCONUT,MINE	C6H6N2OSi	150.024939342	-0.0002294	2.307		C6H8ClFO	150.024770776	-0.000398	2.257		C5H8FO2P	150.024594346	-0.0005744	2.181		C3H7FN2O2Si	150.026082214	0.0009135	1.992																											
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_34.msp	challenge_34	challenge34	0	12	522.5972274	[M+H]+	C36H75N	521.5899514	5E-07	2.885	HMDB,ChEBI,FooDB,BLEXP,COCONUT	C4HBr3Cl4O4S	521.589976532	2.56E-05	2.083		C5H2Br4O3S3	521.589955324	4.4E-06	2.083		C9Br5F	521.59008872	0.0001378	2.074		C3HBr3Cl3O5PS	521.589800102	-0.0001508	2.072		C3HBr3Cl3FN2S3	521.590158592	0.0002076	2.062		C4H2Br4O4S2Si	521.589725474	-0.0002255	2.058		C4Br4O6P2	521.59035938	0.0004084	2.003		C4H6Br4S3Si2	521.590364652	0.0004137	2.001		C4H2Br4Cl2F2OS	521.590495884	0.0005449	1.945		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_340.msp	challenge_340	challenge340	0	18	196.060433768	[M+H]+	C9H9NO4	195.053157768	5E-07	4.609	HMDB,KNApSAcK,ChEBI,DrugBank,SMPDB,YMDB,T3DB,FooDB,NANPDB,STOFF,BMDB,Urine,Feces,Serum,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C6H11F2NO2Si	195.052711562	-0.0004458	3.223		C4H10ClN5O2	195.05230224	-0.0008551	3.012		C7H11F2NOS	195.052941412	-0.0002159	2.826		C8H13NOSi2	195.053567096	0.0004098	2.768		C4H12F3NO2S	195.054084284	0.000927	2.747		C9H13NSSi	195.053796946	0.0006396	2.082																	
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_341.msp	challenge_341	challenge341	0	8	150.091339972	[M+H]+	C9H11NO	149.084063972	5E-07	4.786	HMDB,KNApSAcK,ChEBI,DrugBank,FooDB,STOFF,PubChem,PlantCyc,UNPD,BLEXP,COCONUT,MINE																																														
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_342.msp	challenge_342	challenge342	0	27	212.150586164	[M+H]+	C9H17N5O	211.143310164	5E-07	3.977	ChEBI,STOFF,BLEXP,MINE	C8H25NOSSi	211.14261195	-0.0006978	2.811		C9H25NS2	211.1428418	-0.0004679	2.207																																					
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_343.msp	challenge_343	challenge343	0	8	376.985863396	[M+H]+	C13H18Br2N2O	375.978587396	5E-07	3.47	ChEBI,STOFF,BLEXP,COCONUT	C14H11Cl3N2O4	375.978439872	-0.0001471	3.263	ChEBI	C9H14ClFN2O5S2Si	375.978595978	9E-06	3.038		C9H14FN2O5PS3	375.978649398	6.25E-05	3.036		C8H16ClF3N2OS4	375.978609472	2.25E-05	3		C7H14F2N4O2S3Si2	375.978548188	-3.88E-05	2.999		C6H20BrFN2O4P2S	375.9786417	5.48E-05	2.998		C7H19Cl3N4OS3	375.978657268	7.03E-05	2.998		C8H14BrClN4O6	375.978523948	-6.3E-05	2.998		C12H15Cl2N2O2PSi2	375.97867277	8.58E-05	2.996		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_344.msp	challenge_344	challenge344	0	10	147.066522192	[M+H]+	C7H6N4	146.059246192	5E-07	4.104	BLEXP,COCONUT,MINE	C5H14OSi2	146.058318128	-0.0009276	2.316		C4H15FS2	146.0599207	0.000675	2.129		C6H14SSi	146.058547978	-0.0006978	2.117																																
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_345.msp	challenge_345	challenge345	0	14	218.08454034	[M+H]+	C9H15NO3S	217.07726434	5E-07	4.462	HMDB,ChEBI,DrugBank,SMPDB,STOFF,Urine,Serum,PubChem,BLEXP,COCONUT,MINE	C8H15NO4Si	217.07703449	-0.0002294	3.474		C7H9F2N5O	217.077516348	0.0002525	3.201		C7H19NOSi3	217.077443818	0.0001799	3.073		C6H17F2NOSSi	217.076818134	-0.0004458	2.931		C4H16ClN5OS	217.076408812	-0.0008551	2.658		C7H17F2NS2	217.077047984	-0.0002159	2.468		C10H8FN5	217.076373476	-0.0008904	2.449		C9H13ClFN3	217.078203316	0.0009394	2.419		C8H19NSSi2	217.077673668	0.0004098	2.41		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_346.msp	challenge_346	challenge346	0	10	225.113472384	[M+H]+	C13H12N4	224.106196384	5E-07	4.214	HMDB,ChEBI,DrugBank,T3DB,FooDB,PubChem,UNPD,BLEXP,COCONUT	C9H17FO5	224.106001864	-0.0001941	3.481		C8H21FO2Si2	224.106411192	0.0002153	3.477		C9H21FOSSi	224.106641042	0.0004451	3.406		C5H16N6O2S	224.105544752	-0.0006512	3.309		C10H21FS2	224.106870892	0.000675	3.296		C12H20SSi	224.10549817	-0.0006978	3.284		C4H16N6O3Si	224.105314902	-0.000881	3.178		C11H20OSi2	224.10526832	-0.0009276	3.15							
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_347.msp	challenge_347	challenge347	0	39	311.130952288	[M+H]+	C17H15FN4O	310.12298932	-0.0006865	3.408	DrugBank,MINE	C19H19ClN2	310.123676288	5E-07	3.346	HMDB,ChEBI,DrugBank,T3DB,STOFF,Urine,Serum,BLEXP	C6H20F2N6O4S	310.12348056	-0.0001953	3.088		C14H16F2N4O2	310.124132192	0.0004564	2.986		C11H18F4N4Si	310.123685986	1.02E-05	2.942		C5H18F3N8O2P	310.124243106	0.0005673	2.936		C11H20ClF5N2	310.12351742	-0.0001584	2.93		C8H24ClFN4O3S	310.124167528	0.0004917	2.921		C7H24FN4O4PS	310.123991098	0.0003153	2.916		C8H30N2O2S3Si	310.12386773	0.0001919	2.874		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_348.msp	challenge_348	challenge348	0	15	294.160088228	[M+H]+	C18H19N3O	293.152812228	5E-07	4.103	HMDB,ChEBI,DrugBank,T3DB,FooDB,STOFF,PubChem,UNPD,BLEXP,COCONUT,MINE	C10H20F5N3O	293.15265336	-0.0001584	3.296		C8H17F2N9O	293.152412604	-0.0003992	3.231		C8H27N5OSi3	293.152340074	-0.0004717	3.203		C7H24FN5O4S	293.153303468	0.0004917	3.194		C9H27N5SSi2	293.152569924	-0.0002419	3.125		C10H23N5O3S	293.152160596	-0.0006512	3.117		C10H21ClFN7	293.153099572	0.0002878	3.113		C5H18F3N9O2	293.153555476	0.0007437	3.066		C10H19N9Si	293.153268138	0.0004564	3.055		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_349.msp	challenge_349	challenge349	0	6	264.175818544	[M+H]+	C16H22FNO	263.168542544	5E-07	3.986	ChEBI,STOFF,BLEXP,COCONUT,MINE	C8H22FN7Si	263.168998454	0.0004564	2.818																																										
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_35.msp	challenge_35	challenge35	0	28	425.01095698	[M+NH4]+	C14H15BrClNO6	406.97712698	-4.4E-06	3.65	ChEBI,DrugBank,BLEXP	C5H17F2N3O6P2S2Si	406.977133494	2.1E-06	3.105		C6H15N3O10P2Si2	406.97712	-1.14E-05	3.105		C6H19Cl2F3NO5PS2	406.977141358	9.9E-06	3.105		C7H17Cl2FNO9PSi	406.977127864	-3.6E-06	3.105		C10H12ClN5O5P2Si	406.977145954	1.45E-05	3.105		C11H14Cl3FN3O4P	406.977153818	2.24E-05	3.105		C12H11ClF4NO4PS	406.977106022	-2.54E-05	3.105		C13H9F2NO8P2	406.977145948	1.45E-05	3.105		C5H17ClF2N3O6PSSi2	406.977080074	-5.14E-05	3.104		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_350.msp	challenge_350	challenge350	0	34	267.108780928	[M+H]+	C11H14N4O4	266.101504928	5E-07	4.286	KNApSAcK,ChEBI,DrugBank,STOFF,UNPD,BLEXP,NPA,COCONUT,MINE	C9H20FN2O2PSi	266.10156926	6.48E-05	3.347		C8H16F2N4O2Si	266.101058722	-0.0004458	3.231		C9H16F2N4OS	266.101288572	-0.0002159	3.15		C10H20ClFN2OSi	266.10174569	0.0002412	3.144		C7H18F3N2O3P	266.100713726	-0.0007907	3.104		C10H18N4OSi2	266.101914256	0.0004098	3.092		C11H22O3S2	266.101036564	-0.0004679	3.069		C6H15ClN8O2	266.1006494	-0.0008551	3.02		C6H17F3N4O2S	266.102431444	0.000927	2.977		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_351.msp	challenge_351	challenge351	0	35	191.045118052	[M+H]+	C9H6N2O3	190.037842052	5E-07	3.748	HMDB,ChEBI,DrugBank,STOFF,Urine,Serum,BLEXP,COCONUT,MINE	C6H8F2N2OSi	190.037395846	-0.0004458	2.744		C3H9F3N2O2Si	190.038538718	0.0006971	2.618		C7H8F2N2S	190.037625696	-0.0002159	2.438		C8H10N2Si2	190.03825138	0.0004098	2.416		C4H9F3N2OS	190.038768568	0.000927	2.27		C4H7ClN6O	190.036986524	-0.0008551	2.267		C8H12ClFSi	190.038082814	0.0002412	2.253		C5H10F3O2P	190.03705085	-0.0007907	2.023		C6H10ClF3O	190.03722728	-0.0006143	2.022		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_352.msp	challenge_352	challenge352	0	10	148.075689908	[M+H]+	C9H9NO	147.068413908	5E-07	4.562	HMDB,KNApSAcK,ChEBI,FooDB,STOFF,PubChem,PlantCyc,UNPD,BLEXP,COCONUT,MINE																																														
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_353.msp	challenge_353	challenge353	0	29	215.97836102	[M+H]+	C7H5NO3S2	214.97108502	5E-07	3.63	STOFF	C6H5NO4SSi	214.97085517	-0.0002294	3.08		C5H5ClF2NO2P	214.97144915	0.0003646	2.992		C4HClF3N3O2	214.970938612	-0.000146	2.875		C6H5Cl2F2NO	214.97162558	0.000541	2.793		C4H7F2NOS2Si	214.970638814	-0.0004458	2.791		C6H3ClFN3OSi	214.971794146	0.0007096	2.783		C5H3FN3O2PSi	214.971617716	0.0005331	2.77		C3H6FNO5SSi	214.971998042	0.0009135	2.765		C3HF3N3O3P	214.970762182	-0.0003224	2.758		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_354.msp	challenge_354	challenge354	0	11	411.219080324	[M+H]+	C23H27FN4O2	410.211804324	5E-07	3.714	HMDB,ChEBI,DrugBank,T3DB,FooDB,STOFF,BMDB,BLEXP,COCONUT	C15H35FN6S2Si	410.21179187	-1.2E-05	3		C8H31FN12O2S2	410.211838452	3.46E-05	2.999		C14H39N4O2PSi3	410.211842708	3.88E-05	2.999		C17H35ClN4O3S	410.21183966	3.58E-05	2.999		C14H35BrN8O	410.21171984	-8.4E-05	2.996		C14H29F2N8O2P	410.211915238	0.0001114	2.994		C16H35N4O4PS	410.21166323	-0.0001406	2.99		C15H28F6N4O2	410.211645456	-0.0001584	2.988		C15H37ClF2N4S2	410.211623304	-0.0001806	2.984		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_355.msp	challenge_355	challenge355	0	27	471.173506424	[M+H]+	C20H22N8O6	470.166230424	5E-07	4.214	HMDB,Urine,Serum,BLEXP,MINE	C20H30N4O5S2	470.16576206	-0.0004679	3.815	COCONUT	C14H33F2N2O9PSi	470.166100236	-0.0001297	3.411		C16H27FN4O11	470.166035904	-0.0001941	3.4		C13H33F3N4O5SSi2	470.166228876	-1.1E-06	3.395		C15H33ClF2N2O8Si	470.166276666	4.67E-05	3.394		C11H36N6O6P2SSi	470.166153662	-7.63E-05	3.392		C12H36ClN6O5PSSi	470.166330092	0.0001001	3.39		C15H33F2N2O8PS	470.166330086	0.0001001	3.39		C11H24FN12O6P	470.166341338	0.0001114	3.389		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_356.msp	challenge_356	challenge356	0	18	251.0372558	[M+H]+	C12H10O4S	250.0299798	5E-07	4.019	ChEBI,STOFF,BLEXP,COCONUT,MINE	C12H8ClFN2O	250.030918776	0.0009394	3.327	COCONUT	C6H9F3O7	250.030037288	5.79E-05	3.198		C10H14O2Si3	250.030159278	0.0001799	3.184		C11H10O5Si	250.02974995	-0.0002294	3.174		C3H12ClFN4O4Si	250.030037294	5.79E-05	3.158		C3H12FN4O4PS	250.030090714	0.0001114	3.154		C4H6N6O7	250.029796532	-0.0001828	3.143		C10H4F2N4O2	250.030231808	0.0002525	3.129		C4H12ClFN4O3S	250.030267144	0.0002878	3.119		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_357.msp	challenge_357	challenge357	0	15	426.169128688	[M+H]+	C22H24ClN5O2	425.161852688	5E-07	4.114	HMDB,ChEBI,DrugBank,STOFF,Urine,Serum,PubChem,BLEXP,COCONUT	C19H27N3O6S	425.162056584	0.0002043	3.927	UNPD,COCONUT	C11H23N9O9	425.161873316	2.11E-05	3.4		C11H37ClFN3O4S3	425.161875564	2.33E-05	3.4		C13H20FN13OS	425.16185148	-8E-07	3.4		C14H23F4N7O2Si	425.161862386	1.02E-05	3.4		C15H35ClF3NOSSi2	425.16185114	-1.1E-06	3.4		C17H29F2N3O3S2	425.161840228	-1.2E-05	3.4		C18H27N3O7Si	425.161826734	-2.55E-05	3.4		C7H28ClN13O2S2	425.161886816	3.46E-05	3.399		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_358.msp	challenge_358	challenge358	0	20	279.145166436	[M+H]+	C13H18N4O3	278.137890436	5E-07	4.211	HMDB,ChEBI,DrugBank,STOFF,Urine,Serum,UNPD,BLEXP,COCONUT,MINE	C10H20F2N4OSi	278.13744423	-0.0004458	3.064		C5H18N10O2Si	278.138346346	0.0004564	3.037		C9H22F3N2O2P	278.137099234	-0.0007907	2.959		C11H20F2N4S	278.13767408	-0.0002159	2.954		C6H18N10OS	278.138576196	0.0006862	2.949		C10H27FO3S2	278.138564944	0.000675	2.932		C12H26O3SSi	278.137192222	-0.0006978	2.92		C8H19ClN8O	278.137034908	-0.0008551	2.853		C13H26O2S2	278.137422072	-0.0004679	2.828		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_359.msp	challenge_359	challenge359	0	267	395.186442804	[M+H]+	C21H27FO6	394.179166804	5E-07	3.978	HMDB,ChEBI,DrugBank,T3DB,STOFF,Urine,Serum,BLEXP,COCONUT,MINE	C25H22N4O	394.179361324	0.000195	3.61	DrugBank,BLEXP,COCONUT,MINE	C13H35FN2O4S2Si	394.17915435	-1.2E-05	3.183		C12H29F2N4O6P	394.179277718	0.0001114	3.174		C12H35FN2O5SSi2	394.1789245	-0.0002419	3.159		C10H29F3N6O3Si2	394.179176508	1.02E-05	3.158		C14H35FN2O3S3	394.1793842	0.0002178	3.152		C18H32Cl2N2O3	394.178998244	-0.0001681	3.146		C8H32N8O4P2Si	394.179101294	-6.51E-05	3.144		C13H29ClF2N4O5	394.179454148	0.0002878	3.139		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_36.msp	challenge_36	challenge36	0	19	223.984544464	[M-H]-	C9H7NO2S2	224.991820464	-5E-07	3.746	BLEXP	C8H7NO3SSi	224.991590614	-0.0002303	3.307		C7H7NO4Si2	224.991360764	-0.0004602	3.233		C3H6F3NO5S	224.991877952	5.7E-05	3.22		C4H8FNO5Si2	224.992503636	0.0006827	3.014		C5H9F2NOSSi2	224.991144408	-0.0006765	2.906		C3H10F3NOS2Si	224.99251713	0.0006962	2.896		C5H8FNO4SSi	224.992733486	0.0009126	2.881		C6HF2N5OSi	224.991842622	2.17E-05	2.861		C6H3ClF3N3O	224.991674056	-0.0001469	2.85		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_360.msp	challenge_360	challenge360	0	22	413.119735972	[M+H]+	C21H21ClN4OS	412.112459972	5E-07	4.123	HMDB,ChEBI,DrugBank,STOFF,Urine,Serum,BLEXP,COCONUT,MINE	C18H24N2O5S2	412.112663868	0.0002043	3.829	COCONUT	C10H20N8O8S	412.1124806	2.11E-05	3.326		C10H34ClFN2O3S4	412.112482848	2.33E-05	3.326		C17H24N2O6SSi	412.112434018	-2.55E-05	3.326		C8H26ClFN6O6Si2	412.112491512	3.2E-05	3.325		C9H26N4O10P2	412.112416292	-4.32E-05	3.325		C10H25F5N2O5S2	412.112505	4.55E-05	3.325		C11H23F3N2O9Si	412.112491506	3.2E-05	3.325		C15H20ClF3N4O4	412.11251746	5.79E-05	3.324		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_361.msp	challenge_361	challenge361	0	15	285.14199564	[M+H]+	C17H20N2S	284.13471964	5E-07	4.262	HMDB,ChEBI,DrugBank,T3DB,STOFF,Urine,Serum,UNPD,BLEXP,COCONUT,MINE	C8H22ClFN6Si	284.134777134	5.79E-05	3.298		C11H19F3N2O3	284.134777128	5.79E-05	3.298		C9H21F5N2S	284.134560772	-0.0001584	3.288		C9H16N8O3	284.134536372	-0.0001828	3.283		C8H20N8Si2	284.1349457	0.0002265	3.275		C16H20N2OSi	284.13448979	-0.0002294	3.274		C7H18F2N8S	284.134320016	-0.0003992	3.223		C10H23F3N2Si2	284.135186456	0.0004673	3.197		C7H28N4SSi3	284.134247486	-0.0004717	3.195		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_362.msp	challenge_362	challenge362	0	6	161.98718052	[M+H]+	C6H5Cl2N	160.97990452	5E-07	3.343	ChEBI,STOFF,PubChem,BLEXP,COCONUT,MINE	C4HClFN3O	160.979217552	-0.0006865	2.29		C3HFN3O2P	160.979041122	-0.0008629	2.189		C2H6ClFNO2P	160.980870962	0.0009669	2.127		C4H7NS2Si	160.978917754	-0.0009863	2.115																											
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_363.msp	challenge_363	challenge363	0	29	297.055594428	[M+H]+	C14H14Cl2N2O	296.048318428	5E-07	3.713	HMDB,ChEBI,T3DB,FooDB,STOFF,BLEXP,COCONUT	C10H17O6PS	296.048345894	2.79E-05	3.346	MINE	C6H13ClF4N4OSi	296.048328126	1.02E-05	3.146		C8H17FN2O3SSi2	296.048244684	-7.33E-05	3.143		C8H17BrN4O3	296.048402504	8.45E-05	3.142		C9H17FN2O2S2Si	296.048474534	0.0001566	3.134		C5H13F4N4O2PSi	296.048151696	-0.0001663	3.132		C13H14ClN2O2P	296.048141998	-0.000176	3.131		C6H11F3N6OSi2	296.048496692	0.0001787	3.13		C11H17ClO5S	296.048522324	0.0002043	3.125		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_364.msp	challenge_364	challenge364	0	31	474.173355344	[M+H]+	C20H23N7O7	473.165896076	-0.0001828	4.261	HMDB,KNApSAcK,ChEBI,DrugBank,SMPDB,YMDB,T3DB,FooDB,STOFF,BMDB,ECMDB,Serum,PubChem,PlantCyc,UNPD,BLEXP,COCONUT,MINE	C28H27NO4S	473.166079344	5E-07	3.863	HMDB,ChEBI,DrugBank,STOFF,Urine,Serum,PubChem,BLEXP,COCONUT	C20H31N3O6S2	473.165427712	-0.0006512	3.529	UNPD,NPA,COCONUT	C17H32NO12P	473.166212094	0.0001332	3.182		C9H31F2N9O5P2Si	473.166071322	-7.6E-06	3.17		C11H30F6N5O4PS	473.16603139	-4.75E-05	3.169		C18H35FNO6P3	473.16612595	4.71E-05	3.169		C11H25FN11O7P	473.16600699	-7.19E-05	3.167		C12H37ClN5O6PSSi	473.165995744	-8.31E-05	3.167		C15H34F2NO9PS	473.165995738	-8.32E-05	3.167		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_365.msp	challenge_365	challenge365	0	9	213.986201976	[M+H]+	C8H8BrNO	212.978925976	5E-07	3.771	BLEXP,COCONUT,MINE	C2H8N3O3PSSi	212.979325276	0.0003998	2.923		C3H8ClN3O2SSi	212.979501706	0.0005762	2.847		C3H8N3O2PS2	212.979555126	0.0006296	2.82		C6H9Cl2NOS	212.978190268	-0.0007353	2.763		C3H4ClN3O6	212.978862528	-6.3E-05	2.748		C8H2F2NO2P	212.979121374	0.0001959	2.731		C4H8ClN3OS2	212.979731556	0.000806	2.723		C9H2ClF2NO	212.979297804	0.0003723	2.683		C3H10Cl2FNO2S	212.97933314	0.0004076	2.42		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_366.msp	challenge_366	challenge366	0	12	298.126011228	[M+H]+	C18H19NOS	297.118735228	5E-07	4.255	HMDB,ChEBI,DrugBank,T3DB,STOFF,Urine,Serum,BLEXP,COCONUT,MINE	C10H15N7O4	297.11855196	-0.0001828	3.598	MINE	C12H18F3NO4	297.118792716	5.79E-05	3.388		C9H21ClFN5OSi	297.118792722	5.79E-05	3.315		C8H21FN5O2PSi	297.118616292	-0.0001185	3.31		C10H20F5NOS	297.11857636	-0.0001584	3.305		C9H19N7OSi2	297.118961288	0.0002265	3.292		C17H19NO2Si	297.118505378	-0.0002294	3.291		C8H17F2N7OS	297.118335604	-0.0003992	3.24		C7H24FN3O4S2	297.119226468	0.0004917	3.227		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_367.msp	challenge_367	challenge367	0	16	382.168066068	[M+H]+	C22H24ClN3O	381.160790068	5E-07	3.844	HMDB,ChEBI,DrugBank,T3DB,STOFF,Urine,Serum,BLEXP,COCONUT	C20H20FN5O2	381.1601031	-0.0006865	3.444	COCONUT	C19H27NO5S	381.160993964	0.0002043	3.309	MINE	C11H23N7O8	381.160810696	2.11E-05	3.13		C13H20FN11S	381.16078886	-8E-07	3.13		C14H23F4N5OSi	381.160799766	1.02E-05	3.13		C17H29F2NO2S2	381.160777608	-1.2E-05	3.13		C18H27NO6Si	381.160764114	-2.55E-05	3.13		C7H28ClN11OS2	381.160824196	3.46E-05	3.129		C10H35N3O4S2Si2	381.16075166	-3.8E-05	3.129		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_368.msp	challenge_368	challenge368	0	4	223.970551912	[M+H]+	C9H6BrNO	222.963275912	5E-07	3.952	HMDB,FooDB,UNPD,NPA,COCONUT	C3H8ClFNO3PS	222.963506646	0.0002312	3.307		C2H4ClF2N3O3S	222.962996108	-0.0002794	3.295		C4H8Cl2FNO2S	222.963683076	0.0004076	3.253		C4H6ClN3O2SSi	222.963851642	0.0005762	3.18		C5H6ClN3OS2	222.964081492	0.000806	3.056		C2H8ClFNO4PSi	222.963276796	1.3E-06	3		C4H2ClN3O6	222.963212464	-6.3E-05	2.998		C3H2FN5O2S2	222.963394524	0.0001191	2.993		C3H8Cl2FNO3Si	222.963453226	0.0001778	2.984		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_369.msp	challenge_369	challenge369	0	18	282.27914074	[M+H]+	C18H35NO	281.27186474	5E-07	4.436	HMDB,ChEBI,DrugBank,FooDB,STOFF,BMDB,LipidMAPS,Serum,UNPD,BLEXP,COCONUT,MINE																																														
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_37.msp	challenge_37	challenge37	0	16	243.087408928	[M+FA-H]-	C10H14O4	198.089208928	2.5E-06	3.539	HMDB,KNApSAcK,ChEBI,DrugBank,T3DB,FooDB,STOFF,Urine,PubChem,UNPD,BLEXP,NPA,COCONUT,MINE	C7H16F2O2Si	198.088762722	-0.0004437	2.395		C8H16F2OS	198.088992572	-0.0002138	2.331		C5H15ClN4O2	198.0883534	-0.000853	2.308		C9H18OSi2	198.089618256	0.0004119	2.273		C10H18SSi	198.089848106	0.0006417	1.893																						
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_370.msp	challenge_370	challenge370	0	11	224.091733896	[M+H]+	C11H13NO4	223.084457896	5E-07	4.772	HMDB,KNApSAcK,ChEBI,DrugBank,YMDB,T3DB,FooDB,STOFF,BMDB,Urine,Feces,Serum,UNPD,BLEXP,NPA,COCONUT,MINE	C8H15F2NO2Si	223.08401169	-0.0004458	3.505		C6H14ClN5O2	223.083602368	-0.0008551	3.294		C4H13N7O2S	223.085143656	0.0006862	3.257		C9H15F2NOS	223.08424154	-0.0002159	3.177		C10H17NOSi2	223.084867224	0.0004098	3.119		C6H16F3NO2S	223.085384412	0.000927	3.051		C11H17NSSi	223.085097074	0.0006396	2.082												
